Ссылка,Город,Цена в месяц,Оплата ЖКХ,Срок аренды,Условия проживания,Комиссия,Предоплата,Залог,Метро,Холодильник,Стиральная машина,Мебель в комнатах,Мебель на кухне,Телевизор,Интернет,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Тип дома,Тип перекрытий,Парковка,Санузел,Вид из окон,Количество лифтов,Год постройки,Подъезды,Ремонт,Отопление,Аварийность,Газоснабжение,Мусоропровод
https://spb.cian.ru/rent/flat/294343115/,Санкт-Петербург,70000,6 000 ₽ (без счётчиков),от года,,50%,1 месяц,70000,Адмиралтейская,True,True,True,True,True,False,,"86,6",40,30,,Кирпичный,,Наземная,,На улицу и двор,,,,Дизайнерский,,,,
https://spb.cian.ru/rent/flat/293944488/,Санкт-Петербург,75000,15 000 ₽ (без счётчиков),от года,можно с животными,100%,1 месяц,75000,Площадь Восстания,True,True,True,True,True,True,,98,,,3.0,,Нет информации,,2 совмещенных,,1 пассажирский,2004,,Евроремонт,Автономная котельная,Нет,,Нет
https://spb.cian.ru/rent/flat/289791702/,Санкт-Петербург,120000,не включена,от года,можно с детьми,50%,1 месяц,120000,,True,True,True,True,True,True,,102,,25,3.0,Монолитный,Железобетонные,Подземная,"1 совмещенный, 1 раздельный",На улицу и двор,"1 пассажирский, 1 грузовой",2009,12,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294489167/,Санкт-Петербург,27000,6 000 ₽ (без счётчиков),от года,,50%,1 месяц,27000,Проспект Большевиков,True,True,True,True,True,True,,42,19,12,2.6,Монолитный,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2006,4,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/294066085/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),от года,,50%,1 месяц,30000,Площадь Мужества,False,False,False,False,False,False,,35,,,,Кирпичный,Железобетонные,,,Во двор,,1965,4,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294427930/,Санкт-Петербург,33000,не включена,от года,можно с детьми,50%,1 месяц,33000,Гражданский проспект,True,True,True,True,True,True,,35,15,"10,6",2.7,Кирпичный,Железобетонные,,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",2010,7,Евроремонт,Центральное,Нет,Центральное,Да
https://spb.cian.ru/rent/flat/293670996/,Санкт-Петербург,33000,не включена,от года,,,1 месяц,33000,Политехническая,True,True,True,True,True,True,,"32,5",18,7,2.65,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,2 пассажирских,1976,2,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/293640242/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),от года,,,1 месяц,30000,Фрунзенская,True,True,True,True,True,True,Апартаменты,20,13,2,3.05,Кирпичный,Железобетонные,Открытая,1 совмещенный,Во двор,1 пассажирский,1900,5,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/267110967/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),от года,,100%,1 месяц,30000,Электросила,True,True,True,True,True,True,,30,30,,,Кирпичный,Железобетонные,,1 совмещенный,На улицу,2 пассажирских,2005,9,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/294390662/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),от года,,50%,1 месяц,30000,Звездная,True,True,True,False,True,False,,26,14,3,2.6,Монолитно-кирпичный,Железобетонные,,1 совмещенный,Во двор,,2018,3,Евроремонт,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/293844481/,Санкт-Петербург,33000,не включена,от года,,100%,1 месяц,33000,Ломоносовская,True,True,True,True,True,True,Апартаменты,26,,,,,,,1 совмещенный,Во двор,,,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/294250165/,Санкт-Петербург,33000,не включена,от года,можно с детьми,50%,1 месяц,33000,Академическая,True,True,True,True,False,True,,46,,6,2.54,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,,1967,5,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/263741131/,Санкт-Петербург,33000,не включена,от года,можно с детьми,50%,1 месяц,33000,,True,True,False,True,False,True,,67,28,12,,,Смешанные,,1 раздельный,Во двор,1 пассажирский,2018,12,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293956739/,Санкт-Петербург,28000,5 000 ₽ (без счётчиков),от года,,50%,1 месяц,28000,,True,True,True,True,False,True,,39,16,11,,Кирпичный,Железобетонные,,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2007,3,Косметический,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/294112677/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),несколько месяцев,,75%,1 месяц,30,Проспект Ветеранов,True,True,True,True,True,True,,42,,12,2.7,Монолитный,Железобетонные,,,,1 пассажирский,2015,4,Косметический,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/293612775/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),от года,,50%,1 месяц,30000,Парнас,True,True,True,False,False,False,,"35,4","12,7","14,6",2.7,Кирпичный,Железобетонные,Открытая,1 совмещенный,На улицу,,2022,3,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/283950748/,Санкт-Петербург,30000,3 500 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,30000,Проспект Славы,True,True,True,True,True,True,,47,20,10,,Панельный,Железобетонные,,1 раздельный,Во двор,,2008,4,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294304766/,Санкт-Петербург,33000,включена (счётчики включены),от года,,50%,1 месяц,33000,Беговая,True,True,True,False,True,False,,59,39,"6,8",,Кирпичный,Железобетонные,,1 раздельный,,1 грузовой,1969,1,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/270459427/,Санкт-Петербург,33000,не включена,от года,,100%,1 месяц,33000,Московская,True,True,True,True,True,True,,25,,,,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2021,5,Дизайнерский,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/294516084/,Санкт-Петербург,30000,3 500 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,30000,Беговая,True,True,True,True,False,True,,"53,6","25,6",16,2.6,Блочный,Железобетонные,Открытая,1 раздельный,Во двор,1 пассажирский,2017,4,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/231554516/,Санкт-Петербург,30000,3 000 ₽ (без счётчиков),несколько месяцев,можно с детьми,,1 месяц,2000,Чернышевская,True,True,True,True,False,False,Апартаменты,22,16,2,3.2,Кирпичный,Смешанные,Наземная,1 совмещенный,Во двор,,1889,2,Косметический,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/294374846/,Санкт-Петербург,33000,не включена,от года,можно с детьми и животными,50%,1 месяц,33000,Проспект Ветеранов,True,True,True,True,True,True,,304,,,2.5,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,1 пассажирский,1969,7,Евроремонт,Центральное,Нет,Центральное,Да
https://spb.cian.ru/rent/flat/294379072/,Санкт-Петербург,33000,не включена,от года,,50%,1 месяц,33000,Технологический институт,True,True,True,True,True,True,,43,,,,Кирпичный,Железобетонные,,1 раздельный,,,1881,2,Дизайнерский,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/294473765/,Санкт-Петербург,30000,4 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,30000,Беговая,True,True,True,True,False,True,,68,"45,5",9,2.6,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,1 пассажирский,1989,4,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294471398/,Санкт-Петербург,30000,4 000 ₽ (без счётчиков),от года,,70%,1 месяц,30000,Звездная,True,True,True,True,True,True,,33,16,9,2.55,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2006,2,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/293548434/,Санкт-Петербург,30000,4 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,30000,Беговая,True,True,True,True,True,True,,40,17,12,,Панельный,Железобетонные,Открытая,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2008,3,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294312602/,Санкт-Петербург,25000,3 000 ₽ (без счётчиков),от года,,100%,1 месяц,25000,Парк Победы,True,True,True,True,False,False,,36,18,8,2.5,Кирпичный,Железобетонные,,1 раздельный,Во двор,2 пассажирских,1971,1,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294478373/,Санкт-Петербург,34000,не включена,от года,,50%,1 месяц,34000,Площадь Мужества,True,True,True,True,False,True,,37,,,2.8,Панельный,Железобетонные,,1 совмещенный,,2 пассажирских,2007,4,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/294432845/,Санкт-Петербург,25000,3 000 ₽ (без счётчиков),от года,,50%,,25000,Пролетарская,True,True,True,True,False,True,,35,18,"9,5",,Блочный,Железобетонные,Открытая,1 совмещенный,На улицу,1 пассажирский,2012,6,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293170616/,Санкт-Петербург,30000,4 000 ₽ (без счётчиков),от года,,50%,1 месяц,30000,Парнас,True,True,True,True,True,True,,42,18,12,,Кирпичный,Железобетонные,,1 раздельный,На улицу,,2011,5,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294265336/,Санкт-Петербург,30000,4 000 ₽ (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,30000,Комендантский проспект,True,True,True,False,True,False,,"34,7",16,10,,Панельный,Железобетонные,,,На улицу и двор,,2009,10,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294503143/,Санкт-Петербург,30000,4 000 ₽ (без счётчиков),от года,,50%,,30000,Комендантский проспект,True,True,True,True,True,False,,"32,4",10,17,,Монолитный,Железобетонные,,1 совмещенный,,1 пассажирский,2022,14,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293124136/,Санкт-Петербург,28000,5 500 ₽ (без счётчиков),от года,можно с детьми,60%,1 месяц,28000,Московская,True,True,True,True,True,True,,43,28,6,,,,Наземная,1 раздельный,Во двор,,,,Косметический,,,,
https://spb.cian.ru/rent/flat/294305013/,Санкт-Петербург,28000,включена (без счётчиков),от года,,100%,,28000,,False,False,False,False,False,False,,"38,5",20,"9,5",2.7,Панельный,Железобетонные,Наземная,1 раздельный,На улицу,1 пассажирский,1982,6,,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/293465132/,Санкт-Петербург,28000,не включена,от года,,50%,1 месяц,28000,Московская,True,True,True,True,True,True,,31,17,,2.5,,Нет информации,Наземная,1 раздельный,Во двор,,1964,7,Евроремонт,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/271221385/,Санкт-Петербург,28000,не включена,от года,,50%,1 месяц,28000,Василеостровская,True,True,True,True,True,True,,18,,,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1917,7,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293990519/,Санкт-Петербург,28000,не включена,от года,можно с детьми,50%,1 месяц,28000,Комендантский проспект,True,True,True,True,False,True,,"39,3",,,2.75,Монолитный,Железобетонные,Подземная,,Во двор,"1 пассажирский, 2 грузовых",2022,11,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/281598530/,Санкт-Петербург,24500,3 500 ₽ (без счётчиков),несколько месяцев,,,1 месяц,8000,Площадь Восстания,True,True,True,True,True,True,Апартаменты,10,,,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1877,4,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294252051/,Санкт-Петербург,25000,3 000 ₽ (без счётчиков),от года,,70%,1 месяц,25000,Лесная,True,True,True,True,False,True,,35,,9,2.76,Монолитный,Железобетонные,,1 совмещенный,Во двор,2 пассажирских,2013,2,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294485638/,Санкт-Петербург,25000,3 300 ₽ (без счётчиков),от года,,50%,1 месяц,25000,Парнас,True,True,True,True,True,True,,41,18,11,2.6,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2015,5,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294296207/,Санкт-Петербург,28000,не включена,от года,,50%,1 месяц,28000,Улица Дыбенко,True,True,True,True,False,True,,36,19,9,2.7,Кирпичный,Железобетонные,Наземная,1 раздельный,Во двор,2 пассажирских,1972,1,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/291996513/,Санкт-Петербург,28000,не включена,от года,можно с детьми и животными,50%,1 месяц,28000,Площадь Александра Невского,True,True,True,True,False,False,,35,20,5,,Кирпичный,Смешанные,,1 раздельный,Во двор,,1917,1,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294387166/,Санкт-Петербург,25000,3 000 ₽ (без счётчиков),от года,можно с детьми,80%,1 месяц,25000,Рыбацкое,True,True,True,True,False,True,,37,20,8,,Монолитно-кирпичный,Железобетонные,,1 совмещенный,,"3 пассажирских, 3 грузовых",2019,1,Евроремонт,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/276870565/,Санкт-Петербург,28000,не включена,от года,можно с детьми,100%,1 месяц,30000,,True,True,True,True,True,True,,"54,8",33,9,3.0,Кирпичный,Железобетонные,Наземная,1 раздельный,Во двор,,1958,4,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/212935654/,Санкт-Петербург,23000,5 000 ₽ (без счётчиков),от года,можно с детьми,60%,1 месяц,23000,,True,False,False,False,False,False,,60,36,8,,Кирпичный,Железобетонные,,1 раздельный,На улицу и двор,1 пассажирский,2012,24,Косметический,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/293593601/,Санкт-Петербург,25000,3 500 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,25000,Ладожская,True,True,True,True,False,False,,51,"30,3",8,,Панельный,Железобетонные,,1 раздельный,,,1979,6,Косметический,Центральное,Нет,,
https://spb.cian.ru/rent/flat/272813825/,Санкт-Петербург,28000,не включена,от года,можно с детьми,50%,1 месяц,28000,,True,True,True,True,False,True,,43,,6,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1963,5,Косметический,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/294305834/,Санкт-Петербург,28000,не включена,от года,можно с детьми,50%,1 месяц,28000,Звездная,True,True,True,True,False,True,,28,,,2.8,Монолитный,Железобетонные,Подземная,1 совмещенный,Во двор,2 пассажирских,2006,1,Евроремонт,Центральное,Нет,Автономное,Да
https://spb.cian.ru/rent/flat/279055440/,Санкт-Петербург,25650,3 000 ₽ (без счётчиков),несколько месяцев,,,1 месяц,13000,Обводный канал,False,True,True,True,False,True,,12,,,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1897,1,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294313707/,Санкт-Петербург,26000,2 500 ₽ (без счётчиков),от года,,25%,1 месяц,26000,Пролетарская,True,True,False,False,False,False,,25,,,,Монолитный,,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/291954230/,Санкт-Петербург,25000,3 500 ₽ (без счётчиков),от года,,50%,1 месяц,25000,Проспект Просвещения,True,True,True,True,False,True,,36,16,9,,Панельный,Железобетонные,,1 раздельный,На улицу,,1995,7,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294507131/,Санкт-Петербург,25000,4 000 ₽ (без счётчиков),от года,можно с детьми и животными,70%,1 месяц,25000,Приморская,True,True,True,True,False,False,,33,18,7,2.5,Кирпичный,Железобетонные,,1 раздельный,Во двор,,1965,5,Косметический,Нет информации,Нет,,Нет
https://spb.cian.ru/rent/flat/294492729/,Санкт-Петербург,25000,3 500 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,15000,Улица Дыбенко,True,True,True,True,True,False,,31,18,8,,Панельный,Железобетонные,Открытая,1 раздельный,Во двор,1 пассажирский,1972,7,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294422676/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,,50%,1 месяц,55000,Площадь Восстания,True,True,True,True,True,True,,55,20,20,3.7,Кирпичный,Железобетонные,,,,1 пассажирский,1876,3,,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293508877/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,можно с детьми,100%,1 месяц,55000,Новочеркасская,True,True,True,True,True,True,,75,50,12,,Панельный,Железобетонные,Открытая,1 раздельный,На улицу и двор,,1958,3,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/226458000/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,60000,Площадь Восстания,True,True,True,True,True,True,,55,20,20,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,1 пассажирский,1876,3,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/288061458/,Санкт-Петербург,25000,4 000 ₽ (без счётчиков),от года,можно с детьми и животными,100%,1 месяц,25000,Старая Деревня,True,True,True,True,False,True,,43,20,10,2.6,,Нет информации,,1 раздельный,На улицу,,1997,1,Евроремонт,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/292922978/,Санкт-Петербург,60000,не включена,от года,,40%,1 месяц,67000,,True,True,True,True,True,True,,55,18,25,,Кирпичный,,Наземная,1 совмещенный,Во двор,,,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/293243700/,Санкт-Петербург,29000,не включена,от года,можно с детьми,60%,1 месяц,14500,Парнас,False,False,False,False,False,True,,23,15,1,,Монолитно-кирпичный,,,,,,,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/294443650/,Санкт-Петербург,25000,4 000 ₽ (без счётчиков),несколько месяцев,можно с детьми,50%,1 месяц,25000,Ладожская,True,True,True,True,True,True,,46,30,"6,5",2.6,Панельный,Железобетонные,Открытая,1 совмещенный,,,1964,5,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294451005/,Санкт-Петербург,25000,4 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,15000,Проспект Ветеранов,True,True,True,True,True,True,,"43,8",28,"5,1",2.5,Кирпичный,Железобетонные,Открытая,1 раздельный,Во двор,,1964,,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293684131/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,55000,Садовая,True,True,True,True,False,True,,"63,3",24,10,,Кирпичный,Железобетонные,Открытая,1 совмещенный,На улицу,,1849,6,Косметический,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/289093769/,Санкт-Петербург,60000,не включена,от года,,60%,1 месяц,60000,Проспект Ветеранов,True,True,True,True,True,True,,65,,,2.8,Кирпичный,Железобетонные,Наземная,1 раздельный,На улицу и двор,1 грузовой,2007,4,Дизайнерский,Центральное,Нет,,Нет
https://spb.cian.ru/rent/flat/293800879/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,можно с детьми,80%,1 месяц,55000,Беговая,True,True,True,True,True,True,,40,18,16,,Монолитный,Железобетонные,,1 совмещенный,,,2017,15,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/280805984/,Санкт-Петербург,60000,не включена,от года,,50%,1 месяц,60000,Адмиралтейская,True,True,True,True,False,True,,50,30,10,,Кирпичный,Смешанные,,1 совмещенный,,,1798,3,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294113134/,Санкт-Петербург,60000,не включена,от года,можно с детьми и животными,50%,1 месяц,60000,Старая Деревня,True,True,True,True,False,False,,"69,2",,10,2.7,,Нет информации,,,Во двор,,1993,,Косметический,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/293689795/,Санкт-Петербург,50000,10 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,25000,Новочеркасская,True,True,False,True,False,False,,73,45,8,3.0,,Нет информации,Наземная,1 раздельный,Во двор,,1917,1,Косметический,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/291402421/,Санкт-Петербург,60000,не включена,от года,,100%,1 месяц,60000,Фрунзенская,True,True,True,True,True,True,Апартаменты,"40,1","31,5",,,Монолитный,,Подземная,1 совмещенный,Во двор,"3 пассажирских, 1 грузовой",,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/264468623/,Санкт-Петербург,60000,не включена,от года,,50%,1 месяц,60000,Горьковская,True,True,True,True,True,True,,50,,15,,Кирпичный,Железобетонные,Наземная,1 совмещенный,На улицу,1 пассажирский,1933,8,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294190708/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,,50%,1 месяц,55000,Улица Дыбенко,True,True,True,True,False,True,,39,17,12,,Кирпичный,Железобетонные,Открытая,1 раздельный,На улицу,2 пассажирских,2011,7,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/293986172/,Санкт-Петербург,60000,не включена,от года,можно с детьми,70%,1 месяц,60000,Владимирская,False,False,False,False,False,True,,45,25,12,,Кирпичный,Железобетонные,,1 совмещенный,,,1903,5,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293654155/,Санкт-Петербург,60000,включена (счётчики включены),от года,можно с детьми и животными,70%,,60000,Комендантский проспект,True,True,True,True,False,True,,50,30,5,,Деревянный,,Наземная,1 совмещенный,,,,,Дизайнерский,,,,
https://spb.cian.ru/rent/flat/288619851/,Санкт-Петербург,60000,не включена,от года,можно с детьми и животными,50%,1 месяц,60000,Московские ворота,True,True,True,True,True,True,,43,18,14,2.75,,Железобетонные,,1 совмещенный,,,2020,5,Дизайнерский,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/292666591/,Санкт-Петербург,60000,не включена,несколько месяцев,,60%,1 месяц,60000,Гостиный двор,True,True,True,True,False,False,,75,,,,Кирпичный,Нет информации,,,,1 пассажирский,1860,,Косметический,Нет информации,Нет,Автономное,Да
https://spb.cian.ru/rent/flat/294449862/,Санкт-Петербург,55000,5 700 ₽ (без счётчиков),от года,,50%,1 месяц,55000,Горьковская,True,True,True,True,True,True,,65,45,10,3.0,,Железобетонные,Открытая,1 совмещенный,На улицу и двор,,1875,1,Дизайнерский,Центральное,Нет,Центральное,Нет
https://spb.cian.ru/rent/flat/292574826/,Санкт-Петербург,50000,10 000 ₽ (счётчики включены),от года,,50%,1 месяц,60000,Лиговский проспект,True,True,True,True,True,True,Апартаменты,26,,,,Монолитный,Нет информации,,1 совмещенный,,,2020,,Дизайнерский,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/280039334/,Санкт-Петербург,60000,не включена,от года,можно с животными,100%,1 месяц,60000,Петроградская,True,True,True,True,True,True,,38,,10,,,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2015,13,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/203873309/,Санкт-Петербург,50000,10 000 ₽ (без счётчиков),от года,можно с детьми и животными,,1 месяц,40000,,True,True,True,True,True,True,Апартаменты,60,29,22,2.7,Монолитный,Нет информации,,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2017,,Косметический,Нет информации,Нет,,
https://spb.cian.ru/rent/flat/294007978/,Санкт-Петербург,55000,5 000 ₽ (без счётчиков),от года,можно с детьми,60%,1 месяц,55000,Академическая,True,True,True,True,True,True,,63,,,2.8,,Железобетонные,,"1 совмещенный, 1 раздельный",На улицу,"2 пассажирских, 2 грузовых",2005,4,Евроремонт,Центральное,Нет,,Да
https://spb.cian.ru/rent/flat/277843197/,Санкт-Петербург,60000,не включена,от года,,50%,1 месяц,60000,Маяковская,True,True,True,True,True,True,,60,20,30,3.5,Кирпичный,,,1 раздельный,На улицу и двор,1 пассажирский,,,Евроремонт,,,,
https://spb.cian.ru/rent/flat/293825367/,Санкт-Петербург,60000,не включена,от года,можно с детьми,100%,1 месяц,60000,Купчино,True,True,True,True,True,True,,75,"21,6","44,4",,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,2004,2,Дизайнерский,Котел/Квартирное отопление,Нет,Центральное,
https://spb.cian.ru/rent/flat/293291994/,Санкт-Петербург,50000,10 000 ₽ (счётчики включены),от года,,50%,1 месяц,50000,Фрунзенская,True,True,True,True,True,True,Апартаменты,34,20,5,2.9,Монолитно-кирпичный,,Подземная,1 совмещенный,На улицу,"2 пассажирских, 1 грузовой",,,Дизайнерский,,,,
https://spb.cian.ru/rent/flat/292989105/,Санкт-Петербург,60000,не включена,несколько месяцев,можно с детьми,,1 месяц,60000,Спасская,True,True,True,True,True,True,,35,,,,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1875,6,Дизайнерский,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294268051/,Санкт-Петербург,40000,5 000 ₽ (без счётчиков),от года,можно с детьми,,1 месяц,40000,Черная речка,True,True,False,True,False,True,,70,15,30,3.05,Блочный,Железобетонные,Наземная,1 раздельный,Во двор,,1950,2,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/294194049/,Санкт-Петербург,55000,6 500 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,55000,Звездная,True,True,False,True,False,False,,"97,6","47,7","22,5",2.7,Монолитный,Железобетонные,Наземная,2 раздельных,На улицу,"1 пассажирский, 2 грузовых",2021,6,Косметический,Индивидуальный тепловой пункт,Нет,,
https://spb.cian.ru/rent/flat/294477932/,Санкт-Петербург,58000,3 000 ₽ (без счётчиков),от года,можно с животными,50%,1 месяц,58000,Чкаловская,True,True,True,True,True,True,,35,14,12,,,Деревянные,Открытая,1 раздельный,Во двор,,1904,6,Евроремонт,Центральное,Нет,Центральное,
https://spb.cian.ru/rent/flat/293800035/,Санкт-Петербург,24000,не включена,от года,,50%,1 месяц,26000,Девяткино,True,True,True,True,False,False,,38,16,12,2.6,Панельный,Железобетонные,,1 совмещенный,,4 пассажирских,2020,1,Евроремонт,Индивидуальный тепловой пункт,Нет,,Нет
https://spb.cian.ru/rent/flat/281683762/,Санкт-Петербург,55000,6 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,55000,Звездная,True,True,True,True,True,True,,94,56,15,,Кирпичный,Железобетонные,Открытая,1 совмещенный,Во двор,1 пассажирский,2019,5,Дизайнерский,Центральное,Нет,,
https://spb.cian.ru/rent/flat/294308556/,Санкт-Петербург,30000,2 400 ₽ (без счётчиков),от года,,70%,1 месяц,30000,Ленинский проспект,True,True,True,True,True,True,,41,"17,4","8,6",0.0,Панельный,Железобетонные,,1 раздельный,,1 пассажирский,1985,14,Евроремонт,Центральное,Нет,,
https://spb.cian.ru/rent/flat/242955154/,Санкт-Петербург,22000,3 000 ₽ (без счётчиков),от года,можно с детьми,50%,1 месяц,22000,,True,True,True,True,True,True,,38,22,8,,,Нет информации,Наземная,1 раздельный,На улицу,"1 пассажирский, 1 грузовой",1973,,Косметический,Нет информации,Нет,,Да
